timestamp,price
1785704400,63500.9
1785708000,63351.4
1785711600,63500.0
1785715200,63243.8
1785718800,63127.1
1785722400,63063.8
1785726000,62793.4
1785729600,62720.0
1785733200,62743.3
1785736800,62558.6
1785740400,62531.0
1785744000,62451.6
1785747600,62755.1
1785751200,62662.2
1785754800,62469.0
1785758400,62626.5
1785762000,63258.8
1785765600,63887.4
1785769200,63603.3
1785772800,63704.0
1785776400,63848.4
1785780000,63807.2
1785783600,63813.4
1785787200,63735.9
1785790800,63542.9
1785794400,63550.9
1785798000,63461.7
1785801600,63288.9
1785805200,63776.2
1785808800,63760.5
1785812400,63735.8
1785816000,63975.9
1785819600,63743.2
1785823200,63610.6
1785826800,63627.7
1785830400,63521.3
1785834000,63523.8
1785837600,63697.7
1785841200,63861.1
1785844800,63845.7
1785848400,63610.8
1785852000,64075.6
1785855600,64080.1
1785859200,63899.7
1785862800,63930.3
1785866400,64255.6
1785870000,64181.8
1785873600,64297.9
1785877200,64149.8
1785880800,64220.0
1785884400,64053.7
1785888000,63941.1
1785891600,64276.8
1785895200,64314.5
1785898800,64126.8
1785902400,64115.7
1785906000,64275.8
1785909600,64199.9
1785913200,64105.0
1785916800,64063.0
1785920400,64096.6
1785924000,64004.3
1785927600,64015.2
1785931200,64277.8
1785934800,64349.6
1785938400,64429.0
1785942000,64332.3
1785945600,64606.9
1785949200,64711.8
1785952800,64745.8
1785956400,64790.9
1785960000,64781.8
1785963600,64675.2
1785967200,64590.1
1785970800,64599.2
1785974400,64595.5
1785978000,64526.1
1785981600,64515.3
1785985200,64460.3
1785988800,64668.4
1785992400,64838.9
1785996000,64782.9
1785999600,64756.5
1786003200,64875.9
1786006800,64613.0
1786010400,64548.3
1786014000,64535.0
1786017600,64360.3
1786021200,64363.7
1786024800,64707.0
1786028400,64573.6
1786032000,64675.9
1786035600,64557.2
1786039200,64358.1
1786042800,64401.7
1786046400,64391.2
1786050000,64386.7
1786053600,64300.1
1786057200,64259.2
1786060800,64258.0
1786064400,64363.6
1786068000,64356.1
1786071600,64230.3
1786075200,64190.6
1786078800,64281.2
1786082400,64248.3
1786086000,64269.5
1786089600,64544.9
1786093200,64786.1
1786096800,64827.8
1786100400,64974.0
1786104000,65236.2
1786107600,64950.3
1786111200,64902.8
1786114800,64860.4
1786118400,64742.6
1786122000,64715.1
1786125600,64671.5
1786129200,64914.0
1786132800,64930.9
1786136400,64901.0
1786140000,64846.4
1786143600,64886.1
1786147200,64884.6
1786150800,64877.7
1786154400,64886.4
1786158000,64980.1
1786161600,64963.0
1786165200,64959.6
1786168800,64965.8
1786172400,64914.0
1786176000,64956.2
1786179600,64957.1
1786183200,64974.5
1786186800,64919.1
1786190400,64963.6
1786194000,64974.3
1786197600,65081.5
1786201200,65049.9
1786204800,65036.4
1786208400,65072.3
1786212000,64994.4
1786215600,65032.0
1786219200,65025.5
1786222800,64963.3
1786226400,64893.6
1786230000,64901.1
1786233600,64925.7
1786237200,64814.2
1786240800,64768.5
1786244400,64730.9
1786248000,64732.9
1786251600,64743.9
1786255200,64811.2
1786258800,64787.1
1786262400,64763.0
1786266000,64823.4
1786269600,64921.3
1786273200,64900.0
1786276800,64899.9
1786280400,65175.1
1786284000,65198.1
1786287600,65177.1
1786291200,65193.5
1786294800,65165.1
1786298400,65139.3
1786302000,65141.0
1786305600,65086.8
1786309200,65151.5
1786312800,65025.0
1786316400,64860.0
1786320000,64914.5
1786323600,65141.0
1786327200,65046.1
1786330800,64917.4
1786334400,64957.1
1786338000,65087.0
1786341600,65245.9
1786345200,65153.7
1786348800,65199.9
1786352400,64913.6
1786356000,64972.6
1786359600,65071.8
1786363200,64813.8
1786366800,64510.4
1786370400,64570.1
1786374000,64231.7
1786377600,63831.5
1786381200,63879.7
1786384800,63835.9
1786388400,63975.7
1786392000,64098.1
1786395600,63932.1
1786399200,63956.2
1786402800,63922.1
1786406400,63989.2
1786410000,64008.0
1786413600,63986.2
1786417200,64071.3
1786420800,63972.1
1786424400,63950.8
1786428000,63903.3
1786431600,64003.4
1786435200,64072.9
1786438800,64243.0
1786442400,64167.7
1786446000,64339.5
1786449600,64269.3
1786453200,64144.7
1786456800,63708.5
1786460400,63558.1
1786464000,63447.0
1786467600,63544.4
1786471200,63304.1
1786474800,63478.4
1786478400,63682.9
1786482000,63623.7
1786485600,63620.5
1786489200,63541.1
1786492800,63684.1
1786496400,63762.0
1786500000,63681.9
1786503600,63774.7
1786507200,63712.6
1786510800,63790.4
1786514400,63653.4
1786518000,63763.2
1786521600,63727.7
1786525200,64033.9
1786528800,64083.4
1786532400,64164.9
1786536000,64068.7
1786539600,63781.0
1786543200,63307.1
1786546800,63376.2
1786550400,63421.3
1786554000,63409.3
1786557600,63313.7
1786561200,63352.6
1786564800,63532.3
1786568400,63390.8
1786572000,63365.0
1786575600,63412.0
1786579200,63506.6
1786582800,63394.0
1786586400,63480.6
1786590000,63575.3
1786593600,63622.1
1786597200,63824.2
1786600800,63869.8
1786604400,63797.5
1786608000,63699.1
1786611600,63722.2
1786615200,63593.1
1786618800,63406.0
1786622400,63626.2
1786626000,63655.4
1786629600,63807.4
1786633200,63369.1
1786636800,63089.3
1786640400,63090.0
1786644000,63249.9
1786647600,63334.9
1786651200,63349.8
1786654800,63405.4
1786658400,63468.1
1786662000,63423.3
1786665600,63482.9
1786669200,63501.5
1786672800,63407.0
1786676400,63251.1
1786680000,63321.6
1786683600,63328.6
1786687200,62915.0
1786690800,62862.7
1786694400,62877.9
1786698000,62729.8
1786701600,62749.4
1786705200,62804.9
1786708800,62676.0
1786712400,62582.5
1786716000,62553.0
1786719600,62914.0
1786723200,63066.2
1786726800,62940.9
1786730400,62846.7
1786734000,62887.3
1786737600,62840.2
1786741200,62863.2
1786744800,62829.4
1786748400,62979.4
1786752000,62955.3
1786755600,62974.1
1786759200,63056.5
1786762800,62989.8
1786766400,63057.3
1786770000,63020.4
1786773600,63052.4
1786777200,62987.1
1786780800,62867.5
1786784400,62976.3
1786788000,62964.1
1786791600,62954.9
1786795200,62985.2
1786798800,62976.8
1786802400,62974.6
1786806000,63037.1
1786809600,63024.7
1786813200,63002.7
1786816800,62989.0
1786820400,63056.0
1786824000,63015.0
1786827600,63090.0
1786831200,63066.6
1786834800,63024.3
1786838400,63001.1
1786842000,63014.0
1786845600,63055.4
1786849200,63059.1
1786852800,63018.2
1786856400,63002.2
1786860000,62996.7
1786863600,62989.6
1786867200,63003.7
1786870800,62920.1
1786874400,62925.0
1786878000,62924.9
1786881600,62940.0
1786885200,62998.9
1786888800,63035.2
1786892400,63075.0
1786896000,63200.3
1786899600,63100.6
1786903200,63077.6
1786906800,63049.1
1786910400,62998.3
1786914000,62899.0
1786917600,62835.1
1786921200,62819.1
1786924800,62840.2
1786928400,63048.3
1786932000,63326.4
1786935600,63362.2
1786939200,63476.0
1786942800,63459.6
1786946400,63587.5
1786950000,63463.0
1786953600,63314.7
1786957200,63247.4
1786960800,63610.8
1786964400,63561.2
1786968000,63484.7
1786971600,63583.2
1786975200,63809.9
1786978800,64138.7
1786982400,64058.8
1786986000,64275.3
1786989600,64369.9
1786993200,64262.3
1786996800,64340.0
1787000400,64330.1
1787004000,64232.3
1787007600,64471.7
1787011200,64321.4
1787014800,64131.0
1787018400,64040.7
1787022000,64122.2
1787025600,64142.6
1787029200,64175.0
1787032800,64263.5
1787036400,64139.2
1787040000,64216.4
1787043600,64114.8
1787047200,64143.0
1787050800,64283.6
1787054400,64164.4
1787058000,64148.9
1787061600,64664.8
1787065200,64803.0
1787068800,64794.5
1787072400,64622.4
1787076000,64734.1
1787079600,64617.2
1787083200,64550.1
1787086800,64559.6
1787090400,64591.6
1787094000,64677.2
1787097600,64444.2
1787101200,64350.5
1787104800,64301.1
1787108400,64284.1
1787112000,64249.5
1787115600,64200.1
1787119200,64288.9
1787122800,64254.0
1787126400,64370.8
1787130000,64371.3
1787133600,64383.2
1787137200,64456.3
1787140800,64826.9
1787144400,64940.7
1787148000,65888.0
1787151600,68539.7
1787155200,68433.0
1787158800,68173.4
1787162400,68379.4
1787166000,68393.8
1787169600,69033.3
1787173200,69697.2
1787176800,69214.3
1787180400,69285.0
1787184000,69373.7
1787187600,69682.4
1787191200,69270.1
1787194800,69137.7
1787198400,69449.4
1787202000,69365.0
1787205600,69806.1
1787209200,69768.0
1787212800,71533.1
1787216400,71724.0
1787220000,71916.8
1787223600,71875.8
1787227200,71884.7
1787230800,71625.8
1787234400,71764.1
1787238000,72431.7
1787241600,72816.6
1787245200,72723.6
1787248800,72410.3
1787252400,72632.2
1787256000,72656.2
1787259600,72724.8
1787263200,72666.7
1787266800,73001.1
1787270400,73682.5
1787274000,75099.3
1787277600,74409.9
1787281200,74486.2
1787284800,74975.3
1787288400,75426.7
1787292000,75591.9
1787295600,76275.6
1787299200,79261.5
1787302800,77889.9
1787306400,77801.0
1787310000,76689.9
1787313600,77187.0
1787317200,77257.6
1787320800,77378.5
1787324400,77185.7
1787328000,77466.9
1787331600,77371.8
1787335200,77095.0
1787338800,76999.8
1787342400,77492.9
1787346000,78491.0
1787349600,78443.6
1787353200,78327.2
1787356800,77943.0
1787360400,77850.1
1787364000,78461.2
1787367600,78409.5
1787371200,78463.9
1787374800,77373.9
1787378400,77484.4
1787382000,77266.2
1787385600,77189.9
1787389200,77041.3
1787392800,76971.6
1787396400,77130.3
1787400000,77302.9
1787403600,77286.3
1787407200,76980.3
1787410800,76966.8
1787414400,77283.7
1787418000,77266.9
1787421600,77260.9
1787425200,77431.4
1787428800,77311.3
1787432400,76850.0
1787436000,76981.0
1787439600,77082.6
1787443200,77303.5
1787446800,77186.9
1787450400,77071.9
1787454000,76921.1
1787457600,76581.8
1787461200,76092.1
1787464800,76074.4
1787468400,75976.4
1787472000,76480.5
1787475600,76541.6
1787479200,76783.6
1787482800,77308.7
1787486400,77215.8
1787490000,77484.2
1787493600,77187.4
1787497200,77138.4
1787500800,77424.2
1787504400,77185.9
1787508000,77312.0
1787511600,77333.0
1787515200,77397.6
1787518800,77834.0
1787522400,77601.8
1787526000,77737.5
1787529600,77642.9
1787533200,76924.2
1787536800,77468.1
1787540400,76935.9
1787544000,76895.2
1787547600,77178.0
1787551200,77454.1
1787554800,77303.3
1787558400,77029.2
1787562000,77534.9
1787565600,77610.9
1787569200,78424.2
1787572800,79130.8
1787576400,78577.6
1787580000,79488.9
1787583600,79074.1
1787587200,79056.6
1787590800,78746.7
1787594400,78927.8
1787598000,78742.8
1787601600,78925.2
1787605200,78960.0
1787608800,78730.8
1787612400,78966.1
1787616000,79724.9
1787619600,79803.0
1787623200,80638.7
1787626800,80472.6
1787630400,80340.2
1787634000,80694.7
1787637600,80538.5
1787641200,79714.3
1787644800,79926.6
1787648400,79160.3
1787652000,79301.9
1787655600,79105.8
1787659200,78977.3
1787662800,78610.7
1787666400,79229.9
1787670000,79529.2
1787673600,79193.8
